instant,dteday,season,mnth,hr,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
749,03-02-2011,1,2,14,4,1,0.22,0.197,0.37,0.3881,4,43,47
750,03-02-2011,1,2,15,4,1,0.22,0.197,0.37,0.3284,4,56,60
751,03-02-2011,1,2,16,4,1,0.22,0.2121,0.37,0.2537,5,73,78
752,03-02-2011,1,2,17,4,1,0.2,0.197,0.4,0.194,5,170,175
753,03-02-2011,1,2,18,4,1,0.2,0.2121,0.4,0.1642,2,145,147
754,03-02-2011,1,2,19,4,1,0.2,0.2576,0.4,0.0,4,92,96
755,03-02-2011,1,2,20,4,1,0.2,0.2273,0.47,0.0896,1,108,109
756,03-02-2011,1,2,21,4,1,0.18,0.2121,0.55,0.1045,1,53,54
757,03-02-2011,1,2,22,4,1,0.18,0.2121,0.51,0.0896,2,39,41
758,03-02-2011,1,2,23,4,1,0.2,0.2273,0.47,0.1045,4,34,38
759,04-02-2011,1,2,0,5,2,0.2,0.2576,0.44,0.0,3,10,13
760,04-02-2011,1,2,1,5,2,0.16,0.2273,0.59,0.0,0,7,7
761,04-02-2011,1,2,2,5,2,0.14,0.1667,0.63,0.1045,0,1,1
762,04-02-2011,1,2,3,5,2,0.14,0.1667,0.63,0.1045,0,1,1
763,04-02-2011,1,2,5,5,2,0.14,0.1515,0.63,0.1343,0,7,7
764,04-02-2011,1,2,6,5,2,0.16,0.2273,0.55,0.0,2,26,28
765,04-02-2011,1,2,7,5,1,0.14,0.2121,0.59,0.0,0,87,87
766,04-02-2011,1,2,8,5,1,0.14,0.1515,0.74,0.1343,3,217,220
767,04-02-2011,1,2,9,5,2,0.16,0.1818,0.8,0.1343,3,124,127
768,04-02-2011,1,2,10,5,2,0.2,0.2121,0.51,0.1343,5,46,51
769,04-02-2011,1,2,11,5,1,0.22,0.2273,0.51,0.1642,3,61,64
770,04-02-2011,1,2,12,5,2,0.24,0.2424,0.48,0.1642,8,78,86
771,04-02-2011,1,2,13,5,2,0.26,0.2576,0.5,0.2239,9,73,82
772,04-02-2011,1,2,14,5,2,0.28,0.2727,0.45,0.1642,15,76,91
773,04-02-2011,1,2,15,5,2,0.28,0.2727,0.48,0.2537,9,81,90
774,04-02-2011,1,2,16,5,2,0.3,0.2879,0.42,0.2239,8,91,99
775,04-02-2011,1,2,17,5,2,0.26,0.2727,0.56,0.1343,10,195,205
776,04-02-2011,1,2,18,5,2,0.24,0.2576,0.6,0.1045,3,152,155
777,04-02-2011,1,2,19,5,2,0.24,0.2424,0.65,0.1343,1,102,103
778,04-02-2011,1,2,20,5,2,0.24,0.2424,0.65,0.1642,2,69,71
779,04-02-2011,1,2,21,5,2,0.24,0.2424,0.7,0.1642,2,41,43
780,04-02-2011,1,2,22,5,2,0.24,0.2424,0.65,0.1642,1,45,46
781,04-02-2011,1,2,23,5,2,0.24,0.2424,0.7,0.1343,1,30,31
782,05-02-2011,1,2,0,6,2,0.24,0.2424,0.7,0.1642,3,36,39
783,05-02-2011,1,2,1,6,2,0.24,0.2424,0.65,0.1642,1,17,18
784,05-02-2011,1,2,2,6,2,0.24,0.2424,0.75,0.1642,5,12,17
785,05-02-2011,1,2,3,6,2,0.24,0.2424,0.75,0.1642,1,10,11
786,05-02-2011,1,2,4,6,3,0.22,0.2273,0.93,0.1343,0,8,8
787,05-02-2011,1,2,5,6,3,0.2,0.2273,1.0,0.0896,0,9,9
788,05-02-2011,1,2,6,6,3,0.2,0.2576,1.0,0.0,0,4,4
789,05-02-2011,1,2,7,6,3,0.22,0.2576,0.93,0.0896,0,4,4
790,05-02-2011,1,2,8,6,3,0.2,0.2273,1.0,0.0896,0,10,10
791,05-02-2011,1,2,9,6,3,0.2,0.2273,1.0,0.0896,3,17,20
792,05-02-2011,1,2,10,6,3,0.2,0.2121,1.0,0.1343,3,31,34
793,05-02-2011,1,2,11,6,3,0.22,0.2273,1.0,0.1343,1,46,47
794,05-02-2011,1,2,12,6,3,0.22,0.2273,1.0,0.1642,10,42,52
795,05-02-2011,1,2,13,6,3,0.22,0.2273,1.0,0.1642,10,62,72
796,05-02-2011,1,2,14,6,3,0.22,0.2727,1.0,0.0,5,50,55
797,05-02-2011,1,2,15,6,3,0.22,0.2727,1.0,0.0,11,49,60
798,05-02-2011,1,2,16,6,3,0.22,0.2273,1.0,0.1343,8,63,71
799,05-02-2011,1,2,17,6,2,0.24,0.2121,1.0,0.2836,14,64,78
800,05-02-2011,1,2,18,6,2,0.28,0.2424,0.93,0.4478,2,81,83
801,05-02-2011,1,2,19,6,2,0.28,0.2424,0.93,0.4478,6,78,84
802,05-02-2011,1,2,20,6,1,0.3,0.2879,0.87,0.2537,5,64,69
803,05-02-2011,1,2,21,6,1,0.26,0.2576,1.0,0.194,3,53,56
804,05-02-2011,1,2,22,6,1,0.26,0.2727,0.93,0.1343,2,43,45
805,05-02-2011,1,2,23,6,1,0.26,0.2576,0.93,0.2239,7,52,59
806,06-02-2011,1,2,0,0,1,0.26,0.2576,0.7,0.194,2,37,39
807,06-02-2011,1,2,1,0,1,0.26,0.2273,0.65,0.4179,4,40,44
808,06-02-2011,1,2,2,0,1,0.26,0.2273,0.6,0.3284,0,20,20
809,06-02-2011,1,2,3,0,1,0.26,0.2879,0.6,0.0896,3,10,13
810,06-02-2011,1,2,4,0,1,0.26,0.2273,0.6,0.3582,0,2,2
811,06-02-2011,1,2,5,0,1,0.26,0.2576,0.6,0.2239,0,1,1
812,06-02-2011,1,2,6,0,1,0.26,0.2576,0.6,0.2239,0,1,1
813,06-02-2011,1,2,7,0,1,0.24,0.2424,0.65,0.1642,0,8,8
814,06-02-2011,1,2,8,0,1,0.24,0.2576,0.65,0.1045,2,21,23
815,06-02-2011,1,2,9,0,1,0.28,0.2879,0.56,0.1045,7,38,45
816,06-02-2011,1,2,10,0,1,0.3,0.2879,0.52,0.2537,15,74,89
817,06-02-2011,1,2,11,0,1,0.32,0.303,0.49,0.2537,28,89,117
818,06-02-2011,1,2,12,0,1,0.34,0.3333,0.46,0.0,48,126,174
819,06-02-2011,1,2,13,0,1,0.34,0.3636,0.46,0.0,47,135,182
820,06-02-2011,1,2,14,0,1,0.34,0.3485,0.46,0.0896,47,114,161
821,06-02-2011,1,2,15,0,1,0.34,0.3485,0.46,0.0896,52,130,182
822,06-02-2011,1,2,16,0,1,0.34,0.3485,0.49,0.1045,42,115,157
823,06-02-2011,1,2,17,0,1,0.34,0.3636,0.46,0.0,24,97,121
824,06-02-2011,1,2,18,0,1,0.3,0.303,0.56,0.1642,13,65,78
825,06-02-2011,1,2,19,0,1,0.28,0.2879,0.61,0.1343,1,20,21
826,06-02-2011,1,2,20,0,1,0.28,0.2879,0.61,0.1045,5,21,26
827,06-02-2011,1,2,21,0,1,0.26,0.303,0.6,0.0,5,22,27
828,06-02-2011,1,2,22,0,1,0.26,0.303,0.6,0.0,5,57,62
829,06-02-2011,1,2,23,0,1,0.24,0.2879,0.65,0.0,4,26,30
830,07-02-2011,1,2,0,1,1,0.24,0.2879,0.65,0.0,1,14,15
831,07-02-2011,1,2,1,1,1,0.22,0.2727,0.75,0.0,1,4,5
832,07-02-2011,1,2,2,1,1,0.2,0.2576,0.8,0.0,0,3,3
833,07-02-2011,1,2,3,1,1,0.2,0.2576,0.86,0.0,0,1,1
834,07-02-2011,1,2,4,1,1,0.2,0.2576,0.86,0.0,1,1,2
835,07-02-2011,1,2,5,1,1,0.2,0.2576,0.86,0.0,1,9,10
836,07-02-2011,1,2,6,1,1,0.18,0.2424,0.93,0.0,1,29,30
837,07-02-2011,1,2,7,1,1,0.18,0.2424,0.86,0.0,6,89,95
838,07-02-2011,1,2,8,1,2,0.16,0.2273,1.0,0.0,7,223,230
839,07-02-2011,1,2,9,1,1,0.22,0.2727,0.8,0.0,3,115,118
840,07-02-2011,1,2,10,1,1,0.24,0.2576,0.75,0.1045,6,49,55
841,07-02-2011,1,2,11,1,1,0.3,0.3182,0.65,0.0896,11,36,47
842,07-02-2011,1,2,12,1,2,0.32,0.3485,0.62,0.0,7,59,66
843,07-02-2011,1,2,13,1,2,0.36,0.3636,0.57,0.0896,10,54,64
844,07-02-2011,1,2,14,1,2,0.36,0.3636,0.57,0.0896,8,52,60
845,07-02-2011,1,2,15,1,2,0.38,0.3939,0.54,0.0896,4,46,50
846,07-02-2011,1,2,16,1,2,0.36,0.3485,0.57,0.1343,16,98,114
847,07-02-2011,1,2,17,1,2,0.32,0.3182,0.7,0.1642,9,207,216
848,07-02-2011,1,2,18,1,2,0.34,0.3333,0.66,0.1343,5,170,175
849,07-02-2011,1,2,19,1,2,0.32,0.3485,0.7,0.0,5,123,128
850,07-02-2011,1,2,20,1,2,0.32,0.3333,0.7,0.1045,6,82,88
851,07-02-2011,1,2,21,1,1,0.32,0.3485,0.7,0.0,3,75,78
852,07-02-2011,1,2,22,1,1,0.28,0.303,0.81,0.0896,3,34,37
853,07-02-2011,1,2,23,1,2,0.3,0.3333,0.81,0.0,6,19,25
854,08-02-2011,1,2,0,2,2,0.28,0.3182,0.87,0.0,4,6,10
855,08-02-2011,1,2,1,2,2,0.28,0.3182,0.87,0.0,0,4,4
856,08-02-2011,1,2,2,2,2,0.26,0.2727,0.93,0.1045,1,1,2
857,08-02-2011,1,2,3,2,3,0.28,0.2727,0.93,0.1642,0,1,1
858,08-02-2011,1,2,4,2,1,0.26,0.2576,0.93,0.1642,0,3,3
859,08-02-2011,1,2,5,2,1,0.26,0.2273,0.81,0.3284,0,2,2
860,08-02-2011,1,2,6,2,1,0.26,0.2273,0.7,0.3284,0,39,39
861,08-02-2011,1,2,7,2,1,0.24,0.197,0.65,0.4179,3,97,100
862,08-02-2011,1,2,8,2,1,0.24,0.197,0.56,0.4925,7,236,243
863,08-02-2011,1,2,9,2,1,0.24,0.197,0.52,0.4925,7,128,135
864,08-02-2011,1,2,10,2,1,0.22,0.1818,0.47,0.5522,4,44,48
865,08-02-2011,1,2,11,2,1,0.22,0.1818,0.47,0.4627,1,49,50
866,08-02-2011,1,2,12,2,1,0.24,0.197,0.38,0.4925,2,63,65
867,08-02-2011,1,2,13,2,2,0.24,0.197,0.32,0.4478,2,48,50
868,08-02-2011,1,2,14,2,1,0.22,0.197,0.37,0.4179,3,61,64
869,08-02-2011,1,2,15,2,1,0.22,0.197,0.35,0.3881,6,45,51
870,08-02-2011,1,2,16,2,1,0.22,0.1818,0.35,0.5224,4,79,83
871,08-02-2011,1,2,17,2,1,0.22,0.1818,0.32,0.5821,4,172,176
872,08-02-2011,1,2,18,2,1,0.2,0.1818,0.32,0.3881,1,151,152
873,08-02-2011,1,2,19,2,1,0.16,0.1212,0.4,0.4627,1,100,101
874,08-02-2011,1,2,20,2,1,0.16,0.1364,0.4,0.3284,3,53,56
875,08-02-2011,1,2,21,2,1,0.14,0.1061,0.33,0.4627,8,46,54
876,08-02-2011,1,2,22,2,1,0.12,0.1061,0.33,0.3582,0,29,29
877,08-02-2011,1,2,23,2,1,0.12,0.1061,0.33,0.3284,3,9,12
878,09-02-2011,1,2,0,3,1,0.1,0.0758,0.36,0.3582,0,17,17
879,09-02-2011,1,2,1,3,1,0.1,0.1061,0.36,0.2239,0,7,7
880,09-02-2011,1,2,2,3,1,0.08,0.0758,0.38,0.2836,1,2,3
881,09-02-2011,1,2,3,3,1,0.06,0.0758,0.45,0.1343,0,2,2
882,09-02-2011,1,2,5,3,1,0.06,0.1061,0.45,0.1045,0,7,7
883,09-02-2011,1,2,6,3,1,0.06,0.1515,0.45,0.0,0,43,43
884,09-02-2011,1,2,7,3,1,0.06,0.1061,0.49,0.1045,4,95,99
885,09-02-2011,1,2,8,3,1,0.1,0.1364,0.42,0.0,1,198,199
886,09-02-2011,1,2,9,3,1,0.12,0.1364,0.39,0.1642,4,119,123
887,09-02-2011,1,2,10,3,1,0.14,0.1818,0.36,0.0,8,51,59
888,09-02-2011,1,2,11,3,2,0.14,0.1515,0.43,0.1642,1,40,41
889,09-02-2011,1,2,12,3,2,0.18,0.1818,0.4,0.2239,4,57,61
890,09-02-2011,1,2,13,3,1,0.18,0.1667,0.4,0.2537,2,67,69
891,09-02-2011,1,2,14,3,1,0.2,0.1818,0.34,0.2985,2,56,58
892,09-02-2011,1,2,15,3,2,0.2,0.1818,0.34,0.2836,3,61,64
893,09-02-2011,1,2,16,3,2,0.2,0.197,0.37,0.2537,7,72,79
894,09-02-2011,1,2,17,3,2,0.2,0.197,0.34,0.2537,9,157,166
895,09-02-2011,1,2,18,3,2,0.18,0.1667,0.47,0.2985,2,168,170
896,09-02-2011,1,2,19,3,3,0.14,0.1212,0.86,0.2537,1,87,88
897,09-02-2011,1,2,20,3,3,0.14,0.1515,0.86,0.1642,0,84,84
898,09-02-2011,1,2,21,3,2,0.14,0.1515,0.86,0.1642,0,83,83
899,09-02-2011,1,2,22,3,3,0.16,0.1667,0.8,0.1642,4,42,46
900,09-02-2011,1,2,23,3,3,0.16,0.1515,0.8,0.194,0,37,37
901,10-02-2011,1,2,0,4,3,0.14,0.1364,0.86,0.194,0,16,16
902,10-02-2011,1,2,1,4,3,0.14,0.1515,0.8,0.1343,0,7,7
903,10-02-2011,1,2,2,4,3,0.14,0.1515,0.8,0.1343,0,3,3
904,10-02-2011,1,2,4,4,2,0.14,0.1364,0.59,0.2239,0,1,1
905,10-02-2011,1,2,5,4,2,0.12,0.1212,0.5,0.2239,0,6,6
906,10-02-2011,1,2,6,4,2,0.12,0.1212,0.54,0.2836,0,26,26
907,10-02-2011,1,2,7,4,1,0.1,0.0758,0.5,0.4179,0,99,99
908,10-02-2011,1,2,8,4,1,0.1,0.0758,0.49,0.3284,5,173,178
909,10-02-2011,1,2,9,4,1,0.12,0.1061,0.42,0.3582,1,121,122
910,10-02-2011,1,2,10,4,1,0.12,0.1061,0.42,0.2985,1,34,35
911,10-02-2011,1,2,11,4,1,0.14,0.1212,0.39,0.3582,1,44,45
912,10-02-2011,1,2,12,4,1,0.16,0.1364,0.34,0.3881,4,65,69
913,10-02-2011,1,2,13,4,1,0.18,0.1667,0.29,0.2985,3,59,62
914,10-02-2011,1,2,14,4,1,0.2,0.1818,0.27,0.2836,6,42,48
915,10-02-2011,1,2,15,4,1,0.2,0.197,0.25,0.2537,0,50,50
916,10-02-2011,1,2,16,4,1,0.2,0.1818,0.27,0.2985,4,76,80
917,10-02-2011,1,2,17,4,1,0.18,0.1818,0.26,0.194,6,159,165
918,10-02-2011,1,2,18,4,1,0.16,0.1818,0.28,0.1343,3,157,160
919,10-02-2011,1,2,19,4,1,0.14,0.1667,0.28,0.1045,2,110,112
920,10-02-2011,1,2,20,4,1,0.14,0.1818,0.31,0.0896,4,93,97
921,10-02-2011,1,2,21,4,1,0.14,0.2121,0.39,0.0,2,70,72
922,10-02-2011,1,2,22,4,1,0.12,0.197,0.39,0.0,4,47,51
923,10-02-2011,1,2,23,4,1,0.12,0.1515,0.42,0.1045,1,33,34
924,11-02-2011,1,2,0,5,1,0.1,0.1364,0.49,0.1045,2,12,14
925,11-02-2011,1,2,1,5,1,0.1,0.1364,0.54,0.0896,1,6,7
926,11-02-2011,1,2,2,5,1,0.1,0.1364,0.54,0.0896,0,3,3
927,11-02-2011,1,2,5,5,1,0.08,0.1212,0.63,0.0896,0,4,4
928,11-02-2011,1,2,6,5,1,0.1,0.1818,0.68,0.0,1,23,24
929,11-02-2011,1,2,7,5,1,0.08,0.1667,0.73,0.0,1,73,74
930,11-02-2011,1,2,8,5,1,0.1,0.1212,0.74,0.1642,4,212,216
931,11-02-2011,1,2,9,5,1,0.12,0.1212,0.74,0.2239,8,132,140
932,11-02-2011,1,2,10,5,1,0.14,0.1364,0.69,0.194,5,39,44
933,11-02-2011,1,2,11,5,1,0.22,0.2273,0.47,0.1343,12,52,64
934,11-02-2011,1,2,12,5,1,0.22,0.2273,0.47,0.1343,7,64,71
935,11-02-2011,1,2,13,5,1,0.24,0.2273,0.35,0.194,21,89,110
936,11-02-2011,1,2,14,5,1,0.3,0.2879,0.26,0.2537,17,67,84
937,11-02-2011,1,2,15,5,1,0.32,0.3182,0.21,0.1642,12,62,74
938,11-02-2011,1,2,16,5,1,0.3,0.2879,0.28,0.194,14,111,125
939,11-02-2011,1,2,17,5,1,0.3,0.3333,0.24,0.0,18,193,211
940,11-02-2011,1,2,18,5,1,0.28,0.3182,0.28,0.0,9,165,174
941,11-02-2011,1,2,19,5,1,0.26,0.303,0.33,0.0,7,94,101
942,11-02-2011,1,2,20,5,1,0.22,0.2273,0.55,0.1343,2,61,63
943,11-02-2011,1,2,21,5,1,0.2,0.2121,0.59,0.1343,1,46,47
944,11-02-2011,1,2,22,5,1,0.2,0.2273,0.64,0.0896,2,41,43
945,11-02-2011,1,2,23,5,1,0.18,0.2424,0.69,0.0,5,48,53
946,12-02-2011,1,2,0,6,1,0.16,0.197,0.69,0.0896,3,27,30
947,12-02-2011,1,2,1,6,1,0.14,0.2121,0.86,0.0,2,22,24
948,12-02-2011,1,2,2,6,1,0.14,0.2121,0.8,0.0,2,13,15
949,12-02-2011,1,2,3,6,1,0.12,0.197,0.8,0.0,3,7,10
950,12-02-2011,1,2,4,6,1,0.12,0.1667,0.74,0.0896,0,4,4
951,12-02-2011,1,2,5,6,1,0.12,0.1667,0.74,0.0896,0,1,1
952,12-02-2011,1,2,6,6,1,0.12,0.1364,0.93,0.194,1,1,2
953,12-02-2011,1,2,7,6,1,0.12,0.1515,0.8,0.1045,2,9,11
954,12-02-2011,1,2,8,6,1,0.14,0.1515,0.86,0.1343,2,28,30
955,12-02-2011,1,2,9,6,1,0.16,0.1818,0.64,0.1343,5,38,43
956,12-02-2011,1,2,10,6,1,0.22,0.2121,0.41,0.2537,13,71,84
957,12-02-2011,1,2,11,6,1,0.3,0.2727,0.28,0.3284,30,84,114
958,12-02-2011,1,2,12,6,1,0.3,0.2727,0.39,0.4627,27,93,120
959,12-02-2011,1,2,13,6,1,0.3,0.2727,0.39,0.4179,32,103,135
960,12-02-2011,1,2,14,6,1,0.34,0.3182,0.31,0.2836,30,90,120
961,12-02-2011,1,2,15,6,1,0.34,0.303,0.29,0.4179,47,127,174
962,12-02-2011,1,2,16,6,1,0.34,0.303,0.29,0.4179,42,103,145
963,12-02-2011,1,2,17,6,1,0.32,0.2879,0.31,0.5224,24,113,137
964,12-02-2011,1,2,18,6,1,0.28,0.2576,0.38,0.3284,4,60,64
965,12-02-2011,1,2,19,6,1,0.28,0.2727,0.38,0.1642,2,39,41
966,12-02-2011,1,2,20,6,1,0.26,0.2576,0.41,0.2239,1,39,40
967,12-02-2011,1,2,21,6,1,0.26,0.303,0.41,0.0,9,42,51
968,12-02-2011,1,2,22,6,1,0.24,0.2576,0.44,0.0896,6,39,45
969,12-02-2011,1,2,23,6,1,0.22,0.2273,0.51,0.1343,1,31,32
970,13-02-2011,1,2,0,0,1,0.2,0.2273,0.64,0.1045,5,34,39
971,13-02-2011,1,2,1,0,1,0.2,0.2273,0.59,0.0896,1,23,24
972,13-02-2011,1,2,2,0,2,0.2,0.2273,0.75,0.0896,1,19,20
973,13-02-2011,1,2,3,0,2,0.2,0.2273,0.69,0.1045,4,8,12
974,13-02-2011,1,2,4,0,2,0.2,0.2121,0.69,0.1642,0,2,2
975,13-02-2011,1,2,6,0,2,0.2,0.2121,0.69,0.1343,2,3,5
976,13-02-2011,1,2,7,0,2,0.22,0.2727,0.55,0.0,0,3,3
977,13-02-2011,1,2,8,0,2,0.22,0.2273,0.64,0.194,1,11,12
978,13-02-2011,1,2,9,0,2,0.24,0.2273,0.6,0.2239,12,35,47
979,13-02-2011,1,2,10,0,1,0.3,0.2727,0.45,0.3284,19,86,105
980,13-02-2011,1,2,11,0,1,0.32,0.2879,0.39,0.4478,26,86,112
981,13-02-2011,1,2,12,0,1,0.36,0.3182,0.32,0.4627,58,94,152
982,13-02-2011,1,2,13,0,1,0.38,0.3939,0.29,0.3582,62,92,154
983,13-02-2011,1,2,14,0,2,0.4,0.4091,0.3,0.4179,51,110,161
984,13-02-2011,1,2,15,0,2,0.4,0.4091,0.3,0.2985,40,122,162
985,13-02-2011,1,2,16,0,2,0.42,0.4242,0.28,0.3284,28,106,134
986,13-02-2011,1,2,17,0,1,0.42,0.4242,0.28,0.3284,30,95,125
987,13-02-2011,1,2,18,0,1,0.4,0.4091,0.32,0.2985,17,78,95
988,13-02-2011,1,2,19,0,1,0.4,0.4091,0.35,0.2836,11,50,61
989,13-02-2011,1,2,20,0,1,0.4,0.4091,0.35,0.3284,15,32,47
990,13-02-2011,1,2,21,0,1,0.4,0.4091,0.35,0.3582,6,45,51
991,13-02-2011,1,2,22,0,1,0.4,0.4091,0.35,0.2985,5,31,36
992,13-02-2011,1,2,23,0,1,0.4,0.4091,0.35,0.3582,3,27,30
993,14-02-2011,1,2,0,1,1,0.38,0.3939,0.37,0.3582,3,8,11
994,14-02-2011,1,2,1,1,1,0.38,0.3939,0.37,0.3582,1,6,7
995,14-02-2011,1,2,2,1,1,0.36,0.3333,0.4,0.2985,0,2,2
996,14-02-2011,1,2,3,1,1,0.34,0.3182,0.46,0.2239,1,1,2
997,14-02-2011,1,2,4,1,1,0.32,0.303,0.53,0.2836,0,2,2
998,14-02-2011,1,2,5,1,1,0.32,0.303,0.53,0.2836,0,3,3
999,14-02-2011,1,2,6,1,1,0.34,0.303,0.46,0.2985,1,25,26
1000,14-02-2011,1,2,7,1,1,0.34,0.303,0.46,0.2985,2,96,98
